ID	Gene Ontology Molecular Function
104566_at	0003824 // catalytic activity // inferred from electronic annotation /// 0004056 // argininosuccinate lyase activity // inferred from electronic annotation /// 0016829 // lyase activity // inferred from electronic annotation
104567_at	
104568_at	0003677 // DNA binding // inferred from electronic annotation /// 0003682 // chromatin binding // inferred from direct assay /// 0003700 // transcription factor activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0005515 // protein binding // inferred from electronic annotation /// 0008168 // methyltransferase activity // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation /// 0018024 // histone-lysine N-methyltransferase activity // inferred from electronic annotation /// 0042800 // histone lysine N-methyltransferase activity (H3-K4 specific) // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation
104569_at	0003677 // DNA binding // inferred from electronic annotation /// 0003682 // chromatin binding // inferred from direct assay /// 0003700 // transcription factor activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0005515 // protein binding // inferred from electronic annotation /// 0008168 // methyltransferase activity // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation /// 0018024 // histone-lysine N-methyltransferase activity // inferred from electronic annotation /// 0042800 // histone lysine N-methyltransferase activity (H3-K4 specific) // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation
104571_at	0005125 // cytokine activity // inferred from electronic annotation /// 0008009 // chemokine activity // inferred from electronic annotation /// 0008201 // heparin binding // inferred from electronic annotation /// 0008201 // heparin binding // inferred from sequence or structural similarity
104572_at	0003676 // nucleic acid binding // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0016779 // nucleotidyltransferase activity // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation
104573_at	
104574_at	0000166 // nucleotide binding // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0003723 // RNA binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation
104576_at	0000166 // nucleotide binding // inferred from electronic annotation /// 0005488 // binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0005515 // protein binding // inferred from electronic annotation
104577_at	0003697 // single-stranded DNA binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0030983 // mismatched DNA binding // inferred from electronic annotation /// 0032137 // guanine/thymine mispair binding // inferred from genetic interaction /// 0032137 // guanine/thymine mispair binding // not recorded /// 0032407 // MutSalpha complex binding // inferred from electronic annotation /// 0043566 // structure-specific DNA binding // inferred from direct assay
104578_f_at	0003714 // transcription corepressor activity // inferred from direct assay /// 0003779 // actin binding // not recorded /// 0003779 // actin binding // inferred from electronic annotation /// 0005178 // integrin binding // inferred from electronic annotation /// 0005509 // calcium ion binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0005515 // protein binding // inferred from electronic annotation /// 0017166 // vinculin binding // inferred from electronic annotation /// 0042803 // protein homodimerization activity // traceable author statement /// 0051015 // actin filament binding // inferred from direct assay
104579_r_at	0003714 // transcription corepressor activity // inferred from direct assay /// 0003779 // actin binding // not recorded /// 0003779 // actin binding // inferred from electronic annotation /// 0005178 // integrin binding // inferred from electronic annotation /// 0005509 // calcium ion binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0005515 // protein binding // inferred from electronic annotation /// 0017166 // vinculin binding // inferred from electronic annotation /// 0042803 // protein homodimerization activity // traceable author statement /// 0051015 // actin filament binding // inferred from direct assay
104580_at	0004435 // phosphoinositide phospholipase C activity // inferred from electronic annotation /// 0004629 // phospholipase C activity // inferred from electronic annotation /// 0004871 // signal transducer activity // inferred from electronic annotation /// 0005509 // calcium ion binding // inferred from electronic annotation /// 0008081 // phosphoric diester hydrolase activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation
