Probe Set ID	Gene Title	Gene Symbol	UniGene ID	Chromosomal Location
200863_s_at	"RAB11A, member RAS oncogene family"	RAB11A	Hs.321541	chr15q21.3-q22.31
200864_s_at	"RAB11A, member RAS oncogene family"	RAB11A	Hs.321541	chr15q21.3-q22.31
200865_at	"eukaryotic translation initiation factor 3, subunit F"	EIF3F	Hs.516023	chr11p15.4
200866_s_at	prosaposin	PSAP	Hs.523004	chr10q21-q22
200867_at	ring finger protein 114	RNF114	Hs.144949	chr20q13.13
200868_s_at	ring finger protein 114	RNF114	Hs.144949	chr20q13.13
200869_at	ribosomal protein L18a pseudogene /// ribosomal protein L18a	LOC390354 /// RPL18A	Hs.337766	chr12q23.3 /// chr19p13
200870_at	serine/threonine kinase receptor associated protein	STRAP	Hs.714705	chr12p12.3
200871_s_at	prosaposin	PSAP	Hs.523004	chr10q21-q22
200872_at	S100 calcium binding protein A10	S100A10	Hs.143873	chr1q21
200873_s_at	"chaperonin containing TCP1, subunit 8 (theta)"	CCT8	Hs.125113	chr21q22.11
200874_s_at	nucleolar protein 5A (56kDa with KKE/D repeat)	NOL5A	Hs.376064	chr20p13
200875_s_at	nucleolar protein 5A (56kDa with KKE/D repeat)	NOL5A	Hs.376064	chr20p13
200876_s_at	"proteasome (prosome, macropain) subunit, beta type, 1"	PSMB1	Hs.352768	chr6q27
200877_at	"chaperonin containing TCP1, subunit 4 (delta)"	CCT4	Hs.421509	chr2p15
200878_at	endothelial PAS domain protein 1	EPAS1	Hs.468410	chr2p21-p16
200879_s_at	endothelial PAS domain protein 1	EPAS1	Hs.468410	chr2p21-p16
200880_at	"DnaJ (Hsp40) homolog, subfamily A, member 1"	DNAJA1	Hs.445203	chr9p13-p12
200881_s_at	"DnaJ (Hsp40) homolog, subfamily A, member 1"	DNAJA1	Hs.445203	chr9p13-p12
200882_s_at	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 4"	PSMD4	Hs.505059	chr1q21.2
200883_at	ubiquinol-cytochrome c reductase core protein II	UQCRC2	Hs.592048	chr16p12
200884_at	"creatine kinase, brain"	CKB	Hs.173724	chr14q32
200885_at	"ras homolog gene family, member C"	RHOC	Hs.502659	chr1p13.1
200886_s_at	phosphoglycerate mutase 1 (brain)	PGAM1	Hs.632918	chr10q25.3
200887_s_at	"signal transducer and activator of transcription 1, 91kDa"	STAT1	Hs.642990	chr2q32.2
200888_s_at	ribosomal protein L23	RPL23	Hs.406300	chr17q
200889_s_at	"signal sequence receptor, alpha"	SSR1	Hs.114033	chr6p24.3
200890_s_at	"signal sequence receptor, alpha"	SSR1	Hs.114033	chr6p24.3
200891_s_at	"signal sequence receptor, alpha"	SSR1	Hs.114033	chr6p24.3
200892_s_at	"splicing factor, arginine/serine-rich 10 (transformer 2 homolog, Drosophila)"	SFRS10	Hs.533122	chr3q26.2-q27
200893_at	"splicing factor, arginine/serine-rich 10 (transformer 2 homolog, Drosophila)"	SFRS10	Hs.533122	chr3q26.2-q27
200894_s_at	"FK506 binding protein 4, 59kDa"	FKBP4	Hs.524183	chr12p13.33
200895_s_at	"FK506 binding protein 4, 59kDa"	FKBP4	Hs.524183	chr12p13.33
200896_x_at	hepatoma-derived growth factor (high-mobility group protein 1-like)	HDGF	Hs.506748	chr1q21-q23
200897_s_at	"palladin, cytoskeletal associated protein"	PALLD	Hs.151220	chr4q32.3
200898_s_at	meningioma expressed antigen 5 (hyaluronidase)	MGEA5	Hs.500842	chr10q24.1-q24.3
200899_s_at	meningioma expressed antigen 5 (hyaluronidase)	MGEA5	Hs.500842	chr10q24.1-q24.3
200900_s_at	mannose-6-phosphate receptor (cation dependent)	M6PR	Hs.134084	chr12p13
200901_s_at	mannose-6-phosphate receptor (cation dependent)	M6PR	Hs.134084	chr12p13
200902_at	15 kDa selenoprotein	15-Sep	Hs.362728	chr1p31
200903_s_at	S-adenosylhomocysteine hydrolase	AHCY	Hs.388004	chr20cen-q13.1
200904_at	"major histocompatibility complex, class I, E"	HLA-E	Hs.650174	chr6p21.3
200905_x_at	"major histocompatibility complex, class I, E"	HLA-E	Hs.650174	chr6p21.3
200906_s_at	"palladin, cytoskeletal associated protein"	PALLD	Hs.151220	chr4q32.3
200907_s_at	"palladin, cytoskeletal associated protein"	PALLD	Hs.151220	chr4q32.3
200908_s_at	"ribosomal protein, large, P2"	RPLP2	Hs.437594	chr11p15.5-p15.4
200909_s_at	"ribosomal protein, large, P2"	RPLP2	Hs.437594	chr11p15.5-p15.4
200910_at	"chaperonin containing TCP1, subunit 3 (gamma)"	CCT3	Hs.491494	chr1q23
200911_s_at	"transforming, acidic coiled-coil containing protein 1"	TACC1	Hs.279245	chr8p11
200912_s_at	"eukaryotic translation initiation factor 4A, isoform 2"	EIF4A2	Hs.599481	chr3q28
200913_at	"protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform"	PPM1G	Hs.643951	chr2p23.3
200914_x_at	kinectin 1 (kinesin receptor)	KTN1	Hs.509414	chr14q22.1
200915_x_at	kinectin 1 (kinesin receptor)	KTN1	Hs.509414	chr14q22.1
200916_at	transgelin 2	TAGLN2	Hs.517168	chr1q21-q25
200917_s_at	signal recognition particle receptor ('docking protein')	SRPR	Hs.591936	chr11q24.3
200918_s_at	signal recognition particle receptor ('docking protein')	SRPR	Hs.591936	chr11q24.3
200919_at	polyhomeotic homolog 2 (Drosophila)	PHC2	Hs.524271	chr1p34.3
200920_s_at	"B-cell translocation gene 1, anti-proliferative"	BTG1	Hs.255935	chr12q22
200921_s_at	"B-cell translocation gene 1, anti-proliferative"	BTG1	Hs.255935	chr12q22
200922_at	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1	KDELR1	Hs.515515	chr19q13.3
200923_at	"lectin, galactoside-binding, soluble, 3 binding protein"	LGALS3BP	Hs.514535	chr17q25
200924_s_at	"hypothetical protein LOC442497 /// solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2"	LOC442497 /// SLC3A2	Hs.502769	chr11q13 /// chr7p22
200925_at	cytochrome c oxidase subunit VIa polypeptide 1	COX6A1	Hs.497118	chr12q24.2|12q24.2
200926_at	ribosomal protein S23	RPS23	Hs.527193	chr5q14.2
200927_s_at	"RAB14, member RAS oncogene family"	RAB14	Hs.371563	chr9q32-q34.11
200928_s_at	"RAB14, member RAS oncogene family"	RAB14	Hs.371563	chr9q32-q34.11
200929_at	transmembrane emp24-like trafficking protein 10 (yeast)	TMED10	Hs.74137	chr14q24.3
200930_s_at	vinculin	VCL	Hs.643896	chr10q22.2
200931_s_at	vinculin	VCL	Hs.643896	chr10q22.2
200932_s_at	dynactin 2 (p50)	DCTN2	Hs.289123	chr12q13.2-q13.3
200933_x_at	"ribosomal protein S4, X-linked"	RPS4X	Hs.118076	chrXq13.1
200934_at	DEK oncogene	DEK	Hs.712552	chr6p22.3
200935_at	calreticulin	CALR	Hs.515162	chr19p13.3-p13.2
200936_at	ribosomal protein L8	RPL8	Hs.178551	chr8q24.3
200937_s_at	ribosomal protein L5	RPL5	Hs.180946	chr1p22.1
200938_s_at	arginine-glutamic acid dipeptide (RE) repeats	RERE	Hs.463041	chr1p36.2-p36.1
200939_s_at	arginine-glutamic acid dipeptide (RE) repeats	RERE	Hs.463041	chr1p36.2-p36.1
200940_s_at	arginine-glutamic acid dipeptide (RE) repeats	RERE	Hs.463041	chr1p36.2-p36.1
200941_at	heat shock factor binding protein 1	HSBP1	Hs.250899	chr16q23.3
200942_s_at	heat shock factor binding protein 1	HSBP1	Hs.250899	chr16q23.3
200943_at	high-mobility group nucleosome binding domain 1	HMGN1	Hs.356285	chr21q22.3|21q22.2
200944_s_at	high-mobility group nucleosome binding domain 1	HMGN1	Hs.356285	chr21q22.3|21q22.2
200945_s_at	SEC31 homolog A (S. cerevisiae)	SEC31A	Hs.370024	chr4q21.22
200946_x_at	glutamate dehydrogenase 1	GLUD1	Hs.500409	chr10q23.3
200947_s_at	glutamate dehydrogenase 1	GLUD1	Hs.500409	chr10q23.3
200948_at	myeloid leukemia factor 2	MLF2	Hs.524214	chr12p13
200949_x_at	ribosomal protein S20	RPS20	Hs.8102	chr8q12
200950_at	"actin related protein 2/3 complex, subunit 1A, 41kDa"	ARPC1A	Hs.124126	chr7q22.1
200951_s_at	cyclin D2	CCND2	Hs.376071	chr12p13
200952_s_at	cyclin D2	CCND2	Hs.376071	chr12p13
200953_s_at	cyclin D2	CCND2	Hs.376071	chr12p13
200954_at	"ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c"	ATP6V0C	Hs.389107	chr16p13.3
200955_at	"inner membrane protein, mitochondrial (mitofilin)"	IMMT	Hs.148559	chr2p11.2|2
200956_s_at	structure specific recognition protein 1	SSRP1	Hs.523680	chr11q12
200957_s_at	structure specific recognition protein 1	SSRP1	Hs.523680	chr11q12
200958_s_at	syndecan binding protein (syntenin)	SDCBP	Hs.200804	chr8q12
200959_at	fusion (involved in t(12;16) in malignant liposarcoma)	FUS	Hs.513522	chr16p11.2
200960_x_at	"clathrin, light chain (Lca)"	CLTA	Hs.522114	chr9p13
200961_at	selenophosphate synthetase 2	SEPHS2	Hs.118725	chr16p11.2
200962_at	ribosomal protein L31	RPL31	Hs.469473	chr2q11.2
200963_x_at	ribosomal protein L31	RPL31	Hs.469473	chr2q11.2
200964_at	ubiquitin-like modifier activating enzyme 1	UBA1	Hs.533273	chrXp11.23
200965_s_at	actin binding LIM protein 1	ABLIM1	Hs.438236	chr10q25
200966_x_at	"aldolase A, fructose-bisphosphate"	ALDOA	Hs.513490	chr16p11.2
200967_at	peptidylprolyl isomerase B (cyclophilin B)	PPIB	Hs.434937	chr15q21-q22
200968_s_at	peptidylprolyl isomerase B (cyclophilin B)	PPIB	Hs.434937	chr15q21-q22
200969_at	stress-associated endoplasmic reticulum protein 1	SERP1	Hs.518326	chr3q25.1
200970_s_at	stress-associated endoplasmic reticulum protein 1	SERP1	Hs.518326	chr3q25.1
200971_s_at	stress-associated endoplasmic reticulum protein 1	SERP1	Hs.518326	chr3q25.1
200972_at	tetraspanin 3	TSPAN3	Hs.5062	chr15q24.3
200973_s_at	tetraspanin 3	TSPAN3	Hs.5062	chr15q24.3
200974_at	"actin, alpha 2, smooth muscle, aorta"	ACTA2	Hs.500483	chr10q23.3
200975_at	palmitoyl-protein thioesterase 1	PPT1	Hs.3873	chr1p32
200976_s_at	Tax1 (human T-cell leukemia virus type I) binding protein 1	TAX1BP1	Hs.34576	chr7p15
200977_s_at	Tax1 (human T-cell leukemia virus type I) binding protein 1	TAX1BP1	Hs.34576	chr7p15
200978_at	"malate dehydrogenase 1, NAD (soluble)"	MDH1	Hs.526521	chr2p13.3
200979_at	pyruvate dehydrogenase (lipoamide) alpha 1	PDHA1	Hs.530331	chrXp22.2-p22.1
200980_s_at	pyruvate dehydrogenase (lipoamide) alpha 1	PDHA1	Hs.530331	chrXp22.2-p22.1
200981_x_at	GNAS complex locus	GNAS	Hs.125898	chr20q13.3
200982_s_at	annexin A6	ANXA6	Hs.412117	chr5q32-q34
200983_x_at	"CD59 molecule, complement regulatory protein"	CD59	Hs.709466	chr11p13
200984_s_at	"CD59 molecule, complement regulatory protein"	CD59	Hs.278573	chr11p13
200985_s_at	"CD59 molecule, complement regulatory protein"	CD59	Hs.278573	chr11p13
200986_at	"serpin peptidase inhibitor, clade G (C1 inhibitor), member 1"	SERPING1	Hs.384598	chr11q12-q13.1
200987_x_at	"proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)"	PSME3	Hs.152978	chr17q21
200988_s_at	"proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)"	PSME3	Hs.152978	chr17q21
200989_at	"hypoxia-inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)"	HIF1A	Hs.597216	chr14q21-q24
200990_at	tripartite motif-containing 28	TRIM28	Hs.467408	chr19q13.4
200991_s_at	sorting nexin 17	SNX17	Hs.278569	chr2p23-p22
200992_at	importin 7	IPO7	Hs.712619	chr11p15.4
200993_at	importin 7	IPO7	Hs.712619	chr11p15.4
200994_at	Importin 7	IPO7	Hs.712619	chr11p15.4
200995_at	Importin 7	IPO7	Hs.712619	chr11p15.4
200996_at	ARP3 actin-related protein 3 homolog (yeast)	ACTR3	Hs.433512	chr2q14.1
200997_at	RNA binding motif protein 4	RBM4	Hs.533712	chr11q13
200998_s_at	cytoskeleton-associated protein 4	CKAP4	Hs.74368	chr12q23.3
200999_s_at	cytoskeleton-associated protein 4	CKAP4	Hs.74368	chr12q23.3
201000_at	alanyl-tRNA synthetase	AARS	Hs.315137	chr16q22
201001_s_at	TMEM189-UBE2V1 /// ubiquitin-conjugating enzyme E2 variant 1	TMEM189-UBE2V1 /// UBE2V1	Hs.420529	chr20q13.2
201002_s_at	TMEM189-UBE2V1 /// ubiquitin-conjugating enzyme E2 variant 1	TMEM189-UBE2V1 /// UBE2V1	Hs.420529	chr20q13.2
201003_x_at	similar to ubiquitin-conjugating enzyme E2 /// arginyl aminopeptidase (aminopeptidase B) /// transmembrane protein 189 /// TMEM189-UBE2V1 /// ubiquitin-conjugating enzyme E2 variant 1	LOC730052 /// RNPEP /// TMEM189 /// TMEM189-UBE2V1 /// UBE2V1	Hs.420529	chr1q32 /// chr20q13.2 /// chr3q26.31
201004_at	"signal sequence receptor, delta (translocon-associated protein delta)"	SSR4	Hs.409223	chrXq28
201005_at	CD9 molecule	CD9	Hs.114286	chr12p13.3
201006_at	peroxiredoxin 2	PRDX2	Hs.706768	chr19p13.2
201007_at	"hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), beta subunit"	HADHB	Hs.515848	chr2p23
201008_s_at	thioredoxin interacting protein	TXNIP	Hs.533977	chr1q21.1
201009_s_at	thioredoxin interacting protein	TXNIP	Hs.533977	chr1q21.1
201010_s_at	thioredoxin interacting protein	TXNIP	Hs.533977	chr1q21.1
201011_at	ribophorin I	RPN1	Hs.518244	chr3q21.3
201012_at	annexin A1	ANXA1	Hs.494173	chr9q12-q21.2|9q12-q21.2
201013_s_at	"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase"	PAICS	Hs.518774	chr4q12
201014_s_at	"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase"	PAICS	Hs.518774	chr4q12
201015_s_at	junction plakoglobin	JUP	Hs.514174	chr17q21
201016_at	"eukaryotic translation initiation factor 1A, X-linked"	EIF1AX	Hs.522590	chrXp22.12
201017_at	"eukaryotic translation initiation factor 1A, X-linked"	EIF1AX	Hs.522590	chrXp22.12
201018_at	"eukaryotic translation initiation factor 1A, X-linked"	EIF1AX	Hs.522590	chrXp22.12
201019_s_at	"eukaryotic translation initiation factor 1A pseudogene 1 /// eukaryotic translation initiation factor 1A, X-linked"	EIF1AP1 /// EIF1AX	Hs.522590	chr1p36.13 /// chrXp22.12
201020_at	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide"	YWHAH	Hs.226755	chr22q12.3
201021_s_at	destrin (actin depolymerizing factor)	DSTN	Hs.304192	chr20p12.1
201022_s_at	destrin (actin depolymerizing factor)	DSTN	Hs.304192	chr20p12.1
201023_at	"TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa"	TAF7	Hs.438838	chr5q31
201024_x_at	eukaryotic translation initiation factor 5B	EIF5B	Hs.158688	chr2q11.2
201025_at	eukaryotic translation initiation factor 5B	EIF5B	Hs.158688	chr2q11.2
201026_at	eukaryotic translation initiation factor 5B	EIF5B	Hs.158688	chr2q11.2
201027_s_at	eukaryotic translation initiation factor 5B	EIF5B	Hs.158688	chr2q11.2
201028_s_at	CD99 molecule	CD99	Hs.654354	chrXp22.32; Yp11.3
201029_s_at	CD99 molecule	CD99	Hs.654354	chrXp22.32; Yp11.3
201030_x_at	lactate dehydrogenase B	LDHB	Hs.446149	chr12p12.2-p12.1
201031_s_at	heterogeneous nuclear ribonucleoprotein H1 (H)	HNRNPH1	Hs.604001	chr5q35.3
201032_at	bladder cancer associated protein	BLCAP	Hs.472651	chr20q11.2-q12
201033_x_at	"ribosomal protein, large, P0"	RPLP0	Hs.546285	chr12q24.2
201034_at	adducin 3 (gamma)	ADD3	Hs.501012	chr10q24.2-q24.3
201035_s_at	hydroxyacyl-Coenzyme A dehydrogenase	HADH	Hs.438289	chr4q22-q26
201036_s_at	hydroxyacyl-Coenzyme A dehydrogenase	HADH	Hs.438289	chr4q22-q26
201037_at	"phosphofructokinase, platelet"	PFKP	Hs.26010	chr10p15.3-p15.2
201038_s_at	"Acidic (leucine-rich) nuclear phosphoprotein 32 family, member A"	ANP32A	Hs.458747	chr15q22.3-q23
201039_s_at	RAD23 homolog A (S. cerevisiae)	RAD23A	Hs.643267	chr19p13.2
201040_at	"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2"	GNAI2	Hs.77269	chr3p21
201041_s_at	dual specificity phosphatase 1	DUSP1	Hs.171695	chr5q34
201042_at	"transglutaminase 2 (C polypeptide, protein-glutamine-gamma-glutamyltransferase)"	TGM2	Hs.517033	chr20q12
201043_s_at	"acidic (leucine-rich) nuclear phosphoprotein 32 family, member A /// hypothetical protein LOC100128146"	ANP32A /// LOC100128146	Hs.458747	chr15q22.3-q23 /// chr15q23
201044_x_at	dual specificity phosphatase 1	DUSP1	Hs.171695	chr5q34
201045_s_at	"RAB6A, member RAS oncogene family"	RAB6A	Hs.12152	chr11q13.3
201046_s_at	RAD23 homolog A (S. cerevisiae)	RAD23A	Hs.643267	chr19p13.2
201047_x_at	"RAB6A, member RAS oncogene family"	RAB6A	Hs.12152	chr11q13.3
201048_x_at	"RAB6A, member RAS oncogene family"	RAB6A	Hs.12152	chr11q13.3
201049_s_at	hypothetical protein LOC100130553 /// ribosomal protein S18	LOC100130553 /// RPS18	Hs.627414	chr6p21.3
201050_at	"phospholipase D family, member 3"	PLD3	Hs.257008	chr19q13.2
201051_at	"acidic (leucine-rich) nuclear phosphoprotein 32 family, member A"	ANP32A	Hs.458747	chr15q22.3-q23
201052_s_at	"proteasome (prosome, macropain) inhibitor subunit 1 (PI31)"	PSMF1	Hs.471917	chr20p13
201053_s_at	"proteasome (prosome, macropain) inhibitor subunit 1 (PI31)"	PSMF1	Hs.471917	chr20p13
201054_at	heterogeneous nuclear ribonucleoprotein A0	HNRNPA0	Hs.96996	chr5q31
201055_s_at	heterogeneous nuclear ribonucleoprotein A0	HNRNPA0	Hs.96996	chr5q31
201056_at	"golgin B1, golgi integral membrane protein"	GOLGB1	Hs.213389	chr3q13
201057_s_at	"golgin B1, golgi integral membrane protein"	GOLGB1	Hs.213389	chr3q13
201058_s_at	"myosin, light chain 9, regulatory"	MYL9	Hs.504687	chr20q11.23
201059_at	cortactin	CTTN	Hs.596164	chr11q13
201060_x_at	stomatin	STOM	Hs.253903	chr9q34.1
201061_s_at	stomatin	STOM	Hs.253903	chr9q34.1
201062_at	stomatin	STOM	Hs.253903	chr9q34.1
201063_at	"reticulocalbin 1, EF-hand calcium binding domain"	RCN1	Hs.97887	chr11p13
201064_s_at	"poly(A) binding protein, cytoplasmic 4 (inducible form)"	PABPC4	Hs.169900	chr1p32-p36
201065_s_at	"general transcription factor II, i /// general transcription factor II, i, pseudogene 1 /// general transcription factor II, i, pseudogene"	GTF2I /// GTF2IP1 /// LOC100093631	Hs.647041	chr7q11.23
201066_at	cytochrome c-1	CYC1	Hs.289271	chr8q24.3
201067_at	"proteasome (prosome, macropain) 26S subunit, ATPase, 2"	PSMC2	Hs.437366	chr7q22.1-q22.3
201068_s_at	"proteasome (prosome, macropain) 26S subunit, ATPase, 2"	PSMC2	Hs.437366	chr7q22.1-q22.3
201069_at	"matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)"	MMP2	Hs.513617	chr16q13-q21
201070_x_at	"splicing factor 3b, subunit 1, 155kDa"	SF3B1	Hs.632554	chr2q33.1
201071_x_at	"splicing factor 3b, subunit 1, 155kDa"	SF3B1	Hs.632554	chr2q33.1
201072_s_at	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1"	SMARCC1	Hs.476179	chr3p23-p21
201073_s_at	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1"	SMARCC1	Hs.476179	chr3p23-p21
201074_at	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1"	SMARCC1	Hs.476179	chr3p23-p21
201075_s_at	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1"	SMARCC1	Hs.476179	chr3p23-p21
201076_at	NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae)	NHP2L1	Hs.182255	chr22q13.2-q13.31
201077_s_at	NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae)	NHP2L1	Hs.182255	chr22q13.2-q13.31
201078_at	transmembrane 9 superfamily member 2	TM9SF2	Hs.654824	chr13q32.3
201079_at	synaptogyrin 2	SYNGR2	Hs.464210	chr17q25.3
201080_at	"phosphatidylinositol-5-phosphate 4-kinase, type II, beta"	PIP4K2B	Hs.260603	chr17q12
201081_s_at	"phosphatidylinositol-5-phosphate 4-kinase, type II, beta"	PIP4K2B	Hs.260603	chr17q12
201082_s_at	"dynactin 1 (p150, glued homolog, Drosophila)"	DCTN1	Hs.516111	chr2p13
201083_s_at	BCL2-associated transcription factor 1	BCLAF1	Hs.486542	chr6q22-q23
201084_s_at	BCL2-associated transcription factor 1	BCLAF1	Hs.486542	chr6q22-q23
201085_s_at	SON DNA binding protein	SON	Hs.517262	chr21q22.1-q22.2|21q22.11
201086_x_at	SON DNA binding protein	SON	Hs.517262	chr21q22.1-q22.2|21q22.11
201087_at	paxillin	PXN	Hs.446336	chr12q24.31
201088_at	"karyopherin alpha 2 (RAG cohort 1, importin alpha 1) /// karyopherin alpha-2 subunit like"	KPNA2 /// LOC728860	Hs.632749	chr17q24.2
201089_at	"ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2"	ATP6V1B2	Hs.295917	chr8p22-p21
201090_x_at	"tubulin, alpha 1b"	TUBA1B	Hs.524390	chr12q13.12
201091_s_at	"chromobox homolog 3 (HP1 gamma homolog, Drosophila) /// similar to chromobox homolog 3"	CBX3 /// LOC653972	Hs.381189	chr7p15.2
201092_at	retinoblastoma binding protein 7	RBBP7	Hs.495755	chrXp22.2
201093_x_at	"succinate dehydrogenase complex, subunit A, flavoprotein (Fp)"	SDHA	Hs.440475	chr5p15
201094_at	ribosomal protein S29	RPS29	Hs.156367	chr14q
201095_at	death-associated protein	DAP	Hs.75189	chr5p15.2
201096_s_at	ADP-ribosylation factor 4	ARF4	Hs.695943	chr3p21.2-p21.1
201097_s_at	ADP-ribosylation factor 4	ARF4	Hs.695943	chr3p21.2-p21.1
201098_at	"coatomer protein complex, subunit beta 2 (beta prime)"	COPB2	Hs.75724	chr3q23
201099_at	"ubiquitin specific peptidase 9, X-linked"	USP9X	Hs.77578	chrXp11.4
201100_s_at	"ubiquitin specific peptidase 9, X-linked"	USP9X	Hs.77578	chrXp11.4
201101_s_at	BCL2-associated transcription factor 1	BCLAF1	Hs.486542	chr6q22-q23
201102_s_at	"phosphofructokinase, liver"	PFKL	Hs.255093	chr21q22.3
201103_x_at	"KIAA1245 /// neuroblastoma breakpoint family, member 1 /// neuroblastoma breakpoint family, member 10 /// neuroblastoma breakpoint family, member 11 /// neuroblastoma breakpoint family, member 12 /// neuroblastoma breakpoint family, member 14 /// neuroblastoma breakpoint family, member 15 /// neuroblastoma breakpoint family, member 16 /// neuroblastoma breakpoint family, member 20 /// neuroblastoma breakpoint family, member 8 /// neuroblastoma breakpoint family, member 9 /// CLIP-190-like"	KIAA1245 /// NBPF1 /// NBPF10 /// NBPF11 /// NBPF12 /// NBPF14 /// NBPF15 /// NBPF16 /// NBPF20 /// NBPF8 /// NBPF9 /// XXyac-YX155B6.1	Hs.568235	chr1p36.13 /// chr1q12-q21.2 /// chr1q21.1 /// chr1q21.2
201104_x_at	"KIAA1245 /// neuroblastoma breakpoint family, member 1 /// neuroblastoma breakpoint family, member 10 /// neuroblastoma breakpoint family, member 11 /// neuroblastoma breakpoint family, member 12 /// neuroblastoma breakpoint family, member 14 /// neuroblastoma breakpoint family, member 15 /// neuroblastoma breakpoint family, member 16 /// neuroblastoma breakpoint family, member 20 /// neuroblastoma breakpoint family, member 8 /// neuroblastoma breakpoint family, member 9 /// CLIP-190-like"	KIAA1245 /// NBPF1 /// NBPF10 /// NBPF11 /// NBPF12 /// NBPF14 /// NBPF15 /// NBPF16 /// NBPF20 /// NBPF8 /// NBPF9 /// XXyac-YX155B6.1	Hs.568235	chr1p36.13 /// chr1q12-q21.2 /// chr1q21.1 /// chr1q21.2
201105_at	"lectin, galactoside-binding, soluble, 1"	LGALS1	Hs.445351	chr22q13.1
201106_at	glutathione peroxidase 4 (phospholipid hydroperoxidase)	GPX4	Hs.433951	chr19p13.3
