ID	Gene Symbol	Gene Title
103754_at	Ube2d3	"ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)"
103755_at	Sh3d19	SH3 domain protein D19
103756_at	BC023829	cDNA sequence BC023829
103757_at	Mizf	MBD2-interacting zinc finger
103759_at	Bst1	bone marrow stromal cell antigen 1
103760_at	Setd6	SET domain containing 6
103761_at	Tcfcp2l1	transcription factor CP2-like 1
103762_at	Gtf2f1	"general transcription factor IIF, polypeptide 1"
103763_at	Ash1l	"ash1 (absent, small, or homeotic)-like (Drosophila)"
103765_at	Zbtb48	zinc finger and BTB domain containing 48
103766_at	Sema5a	"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A"
103767_f_at	Rrm2b	ribonucleotide reductase M2 B (TP53 inducible)
103768_at	Ccdc86	coiled-coil domain containing 86
103769_at	Il1rap	interleukin 1 receptor accessory protein
103770_at	2310014L17Rik	RIKEN cDNA 2310014L17 gene
103771_at	Rnf208	ring finger protein 208
103773_at	F830021D11Rik	RIKEN cDNA F830021D11 gene
103774_at	Ankhd1	ankyrin repeat and KH domain containing 1
103776_at	B4galnt2	"beta-1,4-N-acetyl-galactosaminyl transferase 2"
103778_at	C76336	expressed sequence C76336
103779_at	Mkl1	MKL (megakaryoblastic leukemia)/myocardin-like 1
103780_at	1700021F05Rik	RIKEN cDNA 1700021F05 gene
103781_at	Stx4a	syntaxin 4A (placental)
103782_at	Clcnka	chloride channel Ka
103783_at	Xpr1	xenotropic and polytropic retrovirus receptor 1
103784_at	Gemin5	gem (nuclear organelle) associated protein 5
103786_at	D5Ertd135e	"DNA segment, Chr 5, ERATO Doi 135, expressed"
103787_at	Kcna1	"potassium voltage-gated channel, shaker-related subfamily, member 1"
103789_at	Brd4	bromodomain containing 4
103790_at	Alg3	"asparagine-linked glycosylation 3 homolog (yeast, alpha-1,3-mannosyltransferase)"
103791_at	Narg1	NMDA receptor-regulated gene 1
103792_at	Rab35	"RAB35, member RAS oncogene family"
103793_at	Mvp	major vault protein
103794_i_at	Timd2	T-cell immunoglobulin and mucin domain containing 2
103795_f_at	Timd2	T-cell immunoglobulin and mucin domain containing 2
103796_at	Apaf1	apoptotic peptidase activating factor 1
103797_at	Cdc7	cell division cycle 7 (S. cerevisiae)
103799_at	Mtmr9	myotubularin related protein 9
103800_at	Abcc5	"ATP-binding cassette, sub-family C (CFTR/MRP), member 5"
103801_at	Rfxank	regulatory factor X-associated ankyrin-containing protein
103803_at	Padi3	"peptidyl arginine deiminase, type III"
103804_at	Reck	reversion-inducing-cysteine-rich protein with kazal motifs
103805_at	Nbn	nibrin
103806_at	LOC670589 /// Lrp5	low density lipoprotein receptor-related protein 5 /// similar to Low-density lipoprotein receptor-related protein 5 precursor (LRP7) (Lr3)
103807_at	Wiz	widely-interspaced zinc finger motifs
103808_at	Golga5	"golgi autoantigen, golgin subfamily a, 5"
103809_r_at	Dync1i1	dynein cytoplasmic 1 intermediate chain 1
103810_at	Trp63	transformation related protein 63
103811_at	Invs	inversin
103812_at	Clca1	chloride channel calcium activated 1
103813_at	Sh3yl1	Sh3 domain YSC-like 1
103814_at	Pex11b	peroxisomal biogenesis factor 11b
103815_at	Pex11b	peroxisomal biogenesis factor 11b
103816_at	F11r	F11 receptor
103817_at	Crtap	cartilage associated protein
103818_at	Slc7a7	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 7"
103819_at	Shd	src homology 2 domain-containing transforming protein D
103821_at	Cdc6	cell division cycle 6 homolog (S. cerevisiae)
103822_at	Sfrs16	"splicing factor, arginine/serine-rich 16 (suppressor-of-white-apricot homolog, Drosophila)"
103823_at	Top3b	topoisomerase (DNA) III beta
103824_at	Wfs1	Wolfram syndrome 1 homolog (human)
103825_at	Rps6kb2	"ribosomal protein S6 kinase, polypeptide 2"
103826_at	Zbtb7a	zinc finger and BTB domain containing 7a
103828_at	LOC631721 /// Vps52	vacuolar protein sorting 52 (yeast) /// similar to vacuolar protein sorting 52
103829_at	Herc2	hect (homologous to the E6-AP (UBE3A) carboxyl terminus) domain and RCC1 (CHC1)-like domain (RLD) 2
103830_at	Snai1	snail homolog 1 (Drosophila)
103831_at	Mkln1	"muskelin 1, intracellular mediator containing kelch motifs"
103832_at	Tfip11	tuftelin interacting protein 11
103833_at	Hipk2	homeodomain interacting protein kinase 2
103835_f_at	Hpcal1	hippocalcin-like 1
103836_at	Wbp4	WW domain binding protein 4
103837_at	Casp14	caspase 14
103838_at	Sypl2	synaptophysin-like 2
103839_at	Sphk1	sphingosine kinase 1
103840_at	Rad17	RAD17 homolog (S. pombe)
103841_at	Zfp64	zinc finger protein 64
103842_at	Ddx3y	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked"
103843_at	Gnao1	"guanine nucleotide binding protein, alpha o"
103844_at	Gnao1	"guanine nucleotide binding protein, alpha o"
103845_at	Slc31a1	"solute carrier family 31, member 1"
103846_at	Lgals7	"lectin, galactose binding, soluble 7"
103847_at	LOC435023	similar to spermiogenesis specific transcript on the Y 2
103848_at	Crkl	v-crk sarcoma virus CT10 oncogene homolog (avian)-like
103849_at	Crkl	v-crk sarcoma virus CT10 oncogene homolog (avian)-like
103850_at	Loxl1	lysyl oxidase-like 1
103852_at	Ttc33	tetratricopeptide repeat domain 33
103853_at	Grwd1	glutamate-rich WD repeat containing 1
103854_at	Arl2	ADP-ribosylation factor-like 2
103855_at	Plec1	plectin 1
103858_at	Eral1	Era (G-protein)-like 1 (E. coli)
103859_at	Eral1	Era (G-protein)-like 1 (E. coli)
103860_at	Ubfd1	ubiquitin family domain containing 1
103861_s_at	Ubfd1	ubiquitin family domain containing 1
103862_r_at	Ubfd1	ubiquitin family domain containing 1
103863_at	RP23-29H5.3 /// Sft2d1	SFT2 domain containing 1 /// hypothetical protein LOC654842
103865_at	AU018829 /// E330014E10Rik /// EG545761 /// EG664993 /// EG665003 /// EG665802 /// EG666058 /// LOC546201 /// LOC621019 /// LOC622792 /// LOC665290 /// LOC665558 /// LOC665616 /// LOC665711 /// LOC665718 /// LOC665723 /// LOC665943 /// LOC666140 /// LOC675543	"RIKEN cDNA E330014E10 gene /// predicted gene, EG545761 /// expressed sequence AU018829 /// similar to PRAME family member 8 /// predicted gene, EG664993 /// predicted gene, EG665003 /// predicted gene, EG665802 /// predicted gene, EG666058"
103866_at	Pik3cd	phosphatidylinositol 3-kinase catalytic delta polypeptide
103867_at	2210409E12Rik	RIKEN cDNA 2210409E12 gene
103868_at	Nufip1	nuclear fragile X mental retardation protein interacting protein 1
103869_at	Thbs3	thrombospondin 3
103871_at	Sec23ip	Sec23 interacting protein
103872_r_at	Stau1	staufen (RNA binding protein) homolog 1 (Drosophila)
103873_i_at	Ccdc90b	coiled-coil domain containing 90B
103874_r_at	Ccdc90b	coiled-coil domain containing 90B
103875_at	Ngrn	"neugrin, neurite outgrowth associated"
103876_at	Crlz1	charged amino acid rich leucine zipper 1
103877_at	Slc35c2	"solute carrier family 35, member C2"
103878_at	Ap3b1	"adaptor-related protein complex 3, beta 1 subunit"
103879_at	Foxred1	FAD-dependent oxidoreductase domain containing 1
103881_at	Ppa2	pyrophosphatase (inorganic) 2
103882_at	Cpn1	"carboxypeptidase N, polypeptide 1"
103884_at	Atpbd1c	"ATP binding domain 1 family, member C"
103885_at	Prpf31	PRP31 pre-mRNA processing factor 31 homolog (yeast)
103886_at	Reep5	receptor accessory protein 5
103887_at	S100a9	S100 calcium binding protein A9 (calgranulin B)
103888_at	Rbpms	RNA binding protein gene with multiple splicing
103889_at	Tbl1xr1	transducin (beta)-like 1X-linked receptor 1
103890_at	Unc45a	unc-45 homolog A (C. elegans)
103891_i_at	Ell2	elongation factor RNA polymerase II 2
103892_r_at	Ell2	elongation factor RNA polymerase II 2
103893_at	Fbxo38	F-box protein 38
103894_at	Shkbp1	Sh3kbp1 binding protein 1
103895_at	AW549877	expressed sequence AW549877
103896_f_at	Igfbp1	insulin-like growth factor binding protein 1
103897_r_at	Igfbp1	insulin-like growth factor binding protein 1
103899_at	Atp11a	"ATPase, class VI, type 11A"
103900_at	Centg3	"centaurin, gamma 3"
103901_at	Tbc1d23	"TBC1 domain family, member 23"
103903_at	Dnajc11	"DnaJ (Hsp40) homolog, subfamily C, member 11"
103904_at	Igfbp6	insulin-like growth factor binding protein 6
103905_at	Car12	carbonic anyhydrase 12
103906_f_at	Nedd4l	"neural precursor cell expressed, developmentally down-regulated gene 4-like"
103907_at	Nedd4l	"neural precursor cell expressed, developmentally down-regulated gene 4-like"
103908_at	Sdccag3	serologically defined colon cancer antigen 3
103909_at	Ccs	copper chaperone for superoxide dismutase
103910_at	Taf10	"TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor"
103911_at	Sumf1	sulfatase modifying factor 1
103912_at	Ppp2r1b	"protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), beta isoform"
103913_at	Sec61a2	"Sec61, alpha subunit 2 (S. cerevisiae)"
103914_at	Pcyt2	"phosphate cytidylyltransferase 2, ethanolamine"
103916_at	Tmem159	transmembrane protein 159
103918_at	Slc15a2	"solute carrier family 15 (H+/peptide transporter), member 2"
103921_i_at	Cyb5r1	cytochrome b5 reductase 1
103922_f_at	Cyb5r1	cytochrome b5 reductase 1
103923_at	Gpr137b	G protein-coupled receptor 137B
103924_at	Agpat5	"1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)"
103925_at	Mllt3	myeloid/lymphoid or mixed lineage-leukemia translocation to 3 homolog (Drosophila)
103926_at	Eif4g1	"eukaryotic translation initiation factor 4, gamma 1"
103927_at	Zfp568	zinc finger protein 568
103928_at	Sgol1	shugoshin-like 1 (S. pombe)
103930_at	BC004022	cDNA sequence BC004022
103931_at	Gpr162	G protein-coupled receptor 162
103932_at	Wdsof1	WD repeats and SOF domain containing 1
103933_at	Siae	sialic acid acetylesterase
103934_at	Slc6a13	"solute carrier family 6 (neurotransmitter transporter, GABA), member 13"
103935_at	Atp2a3	"ATPase, Ca++ transporting, ubiquitous"
103939_at	Hibch	3-hydroxyisobutyryl-Coenzyme A hydrolase
103941_at	LOC630963	similar to spectrin alpha 1
103942_at	Gucy2c	guanylate cyclase 2c
103943_at	Ppfia4	"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4"
103944_at	Rad51l1	RAD51-like 1 (S. cerevisiae)
103945_at	Cfc1	"cripto, FRL-1, cryptic family 1"
103946_at	Pstpip1	proline-serine-threonine phosphatase-interacting protein 1
103947_at	Ppp6c	"protein phosphatase 6, catalytic subunit"
103948_at	Tlx3	"T-cell leukemia, homeobox 3"
103949_at	Ihh	Indian hedgehog
103950_at	Aqr	aquarius
103952_at	Hoxb9	homeo box B9
103953_at	Sec22b	SEC22 vesicle trafficking protein homolog B (S. cerevisiae)
103954_at	Reg3a	regenerating islet-derived 3 alpha
103955_at	Cryl1	"crystallin, lambda 1"
103956_at	Azi1	5-azacytidine induced gene 1
103957_at	Tfrc	transferrin receptor
103958_g_at	Tfrc	transferrin receptor
103959_at	Phf13	PHD finger protein 13
103960_at	Rap2ip	Rap2 interacting protein
103961_s_at	Dntt	"deoxynucleotidyltransferase, terminal"
103962_at	Dntt	"deoxynucleotidyltransferase, terminal"
103963_f_at	Iigp1	interferon inducible GTPase 1
103964_at	Esrra	"estrogen related receptor, alpha"
103965_at	Entpd6	ectonucleoside triphosphate diphosphohydrolase 6
103967_at	Mid2	Midline 2
103968_at	Mid2	midline 2
103969_at	Mll5	myeloid/lymphoid or mixed-lineage leukemia 5
103970_at	Arid3b	AT rich interactive domain 3B (Bright like)
103971_at	P2rx1	"purinergic receptor P2X, ligand-gated ion channel, 1"
103972_at	Kcnj1	"potassium inwardly-rectifying channel, subfamily J, member 1"
103973_at	Kcnj1	"potassium inwardly-rectifying channel, subfamily J, member 1"
103974_at	Tmprss2	"transmembrane protease, serine 2"
103975_at	Grem2	"gremlin 2 homolog, cysteine knot superfamily (Xenopus laevis)"
103976_at		Transcribed locus
103977_at	F10	coagulation factor X
103978_at	Zc3h11a	zinc finger CCCH type containing 11A
103980_at	Epha2	Eph receptor A2
103981_at	Zrsr2	"zinc finger (CCCH type), RNA binding motif and serine/arginine rich 2"
103982_s_at	Adh4	"alcohol dehydrogenase 4 (class II), pi polypeptide"
103983_at	Adh4	"alcohol dehydrogenase 4 (class II), pi polypeptide"
103984_at	Pkhd1	polycystic kidney and hepatic disease 1
103985_at	Map4k2	mitogen activated protein kinase kinase kinase kinase 2
103986_at	Inhbc	inhibin beta-C
103987_at	Mog	myelin oligodendrocyte glycoprotein
103988_at	1810013C15Rik	RIKEN cDNA 1810013C15 gene
103989_at	Prdm5	PR domain containing 5
103990_at	Fosb	FBJ osteosarcoma oncogene B
103991_at	Akp5	alkaline phosphatase 5
103992_f_at	LOC433395 /// LOC623189 /// Ndg1	Nur77 downstream gene 1 /// similar to chromosome 6 open reading frame 148
103993_at	Spsb2	splA/ryanodine receptor domain and SOCS box containing 2
103994_at	Eif2c2	"eukaryotic translation initiation factor 2C, 2"
103995_at	Fgfbp1	fibroblast growth factor binding protein 1
103997_at	Epor	erythropoietin receptor
103998_at	Kif16b	kinesin family member 16B
103999_at	4932416N17Rik	RIKEN cDNA 4932416N17 gene
104000_at	2210023G05Rik	RIKEN cDNA 2210023G05 gene
104001_at	Rfc5	replication factor C (activator 1) 5
104002_at	Zfp275	zinc finger protein 275
104003_at	Phka2	phosphorylase kinase alpha 2
104004_at	Golph4	golgi phosphoprotein 4
104005_at	B4galt2	"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2"
104006_at	Eps15	epidermal growth factor receptor pathway substrate 15
104007_at	Slc25a15	"solute carrier family 25 (mitochondrial carrier ornithine transporter), member 15"
104008_at	Spdef	SAM pointed domain containing ets transcription factor
104010_at	Zkscan14	zinc finger with KRAB and SCAN domains 14
104011_at	Aox1	aldehyde oxidase 1
104012_at	Gnrhr	gonadotropin releasing hormone receptor
104013_at	Gnrhr	gonadotropin releasing hormone receptor
104014_at	Hfe	hemochromatosis
104015_at	Metap1	methionyl aminopeptidase 1
104016_at	Gjb5	gap junction membrane channel protein beta 5
104017_at	Acsl4	acyl-CoA synthetase long-chain family member 4
104018_at	Lct	lactase
104019_at		
104020_at	Rap2b	"RAP2B, member of RAS oncogene family"
104021_at	Hoxa11	homeo box A11
104022_at	Mphosph10	M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein)
104023_at	Cd300a /// Cd300d	Cd300D antigen /// CD300A antigen
104024_at	Cyp3a25 /// LOC622249	"cytochrome P450, family 3, subfamily a, polypeptide 25 /// similar to cytochrome P450, family 3, subfamily a, polypeptide 25"
104025_at	Thop1	thimet oligopeptidase 1
104029_at	Clgn	calmegin
104030_at	Ptch1	patched homolog 1
104031_at	Ptch1	patched homolog 1
104032_at	Mast3	microtubule associated serine/threonine kinase 3
104033_at	Mgea6	meningioma expressed antigen 6 (coiled-coil proline-rich)
104034_at	AI464131	expressed sequence AI464131
104035_at	9130404D08Rik	RIKEN cDNA 9130404D08 gene
104036_at	Dpp7	dipeptidylpeptidase 7
104037_at	Rwdd4a	RWD domain containing 4A
104038_at	4933434E20Rik	RIKEN cDNA 4933434E20 gene
104039_at	AU021838	expressed sequence AU021838
104040_at	2600009E05Rik	RIKEN cDNA 2600009E05 gene
104041_at	Zubr1	"zinc finger, UBR1 type 1"
104042_at	Slc35b2	"solute carrier family 35, member B2"
104044_at	B230118G17Rik	RIKEN cDNA B230118G17 gene
104045_at	Tspyl4	TSPY-like 4
104046_at	Arih1	ariadne ubiquitin-conjugating enzyme E2 binding protein homolog 1 (Drosophila)
104047_at	Mapk8	mitogen activated protein kinase 8
104048_at	Cars	cysteinyl-tRNA synthetase
104049_at	Rnf6	ring finger protein (C3H2C3 type) 6
104050_at	Zfr	zinc finger RNA binding protein
104052_at	Tiprl	"TIP41, TOR signalling pathway regulator-like (S. cerevisiae)"
104053_at	Trio	triple functional domain (PTPRF interacting)
104055_at	D16Bwg1543e	"DNA segment, Chr 16, Brigham & Women's Genetics 1543 expressed"
104056_at	D16Bwg1543e	"DNA segment, Chr 16, Brigham & Women's Genetics 1543 expressed"
104057_at	Grpel1	"GrpE-like 1, mitochondrial"
104058_at	Ccdc128	coiled-coil domain containing 128
104059_at	Chd8	chromodomain helicase DNA binding protein 8
104060_at	Zcrb1	zinc finger CCHC-type and RNA binding motif 1
104063_at	Tom1l1	target of myb1-like 1 (chicken)
104064_at	Slc9a3r2	"solute carrier family 9 (sodium/hydrogen exchanger), isoform 3 regulator 2"
104065_at	Edem1	"ER degradation enhancer, mannosidase alpha-like 1"
104066_at	AW548124	expressed sequence AW548124
104067_at	Tubgcp3	"tubulin, gamma complex associated protein 3"
104068_at	Strn4	"Striatin, calmodulin binding protein 4"
104069_at		
104070_at	Pcaf	p300/CBP-associated factor
104071_at	Tnpo2	"transportin 2 (importin 3, karyopherin beta 2b)"
104072_at	Apcs	serum amyloid P-component
104073_at	Cugbp1	"CUG triplet repeat, RNA binding protein 1"
104074_at	Map3k3	mitogen activated protein kinase kinase kinase 3
104076_at	1190017O12Rik	RIKEN cDNA 1190017O12 gene
104077_at	Lage3	"L antigen family, member 3"
104078_g_at	Lage3	"L antigen family, member 3"
104079_at	Dyrk1a	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a
104080_at	Pdap1	PDGFA associated protein 1
104082_at	Rab12	"RAB12, member RAS oncogene family"
104083_at	Cdh5	cadherin 5
104085_at	2900042B11Rik	RIKEN cDNA 2900042B11 gene
104086_at	Dmgdh	dimethylglycine dehydrogenase precursor
104087_at	D10Ertd641e	"DNA segment, Chr 10, ERATO Doi 641, expressed"
104088_at	Bnip1	"BCL2/adenovirus E1B interacting protein 1, NIP1"
104089_at	2810026P18Rik	RIKEN cDNA 2810026P18 gene
104090_at	Cdc23	"CDC23 (cell division cycle 23, yeast, homolog)"
104091_at	Tspan9	tetraspanin 9
104092_at	LOC674195 /// Usp48	ubiquitin specific peptidase 48 /// hypothetical protein LOC674195
104093_at	Lsp1	lymphocyte specific 1
104094_at	Pdlim4	PDZ and LIM domain 4
104095_at	AU040320	expressed sequence AU040320
104096_at	Orc4l	"origin recognition complex, subunit 4-like (S. cerevisiae)"
104097_at	Bub1	budding uninhibited by benzimidazoles 1 homolog (S. cerevisiae)
104098_at	Pxmp2	peroxisomal membrane protein 2
104099_at	Pglyrp1	peptidoglycan recognition protein 1
104100_at	Ptrf	polymerase I and transcript release factor
104101_at	Slc9a8	"solute carrier family 9 (sodium/hydrogen exchanger), member 8"
104102_at	Htra2	HtrA serine peptidase 2
104103_at	Atad3a	"ATPase family, AAA domain containing 3A"
104104_at	Crxos1	Crx opposite strand transcript 1
104105_at	Xpo6	exportin 6
104106_at	Sbno1	"sno, strawberry notch homolog 1 (Drosophila)"
104108_at	Rab6ip1	Rab6 interacting protein 1
104109_at	Fbxo21	F-box protein 21
104110_at	Gatad2a	GATA zinc finger domain containing 2A
104112_at	Rab21	"RAB21, member RAS oncogene family"
104114_at	Edem3	"ER degradation enhancer, mannosidase alpha-like 3"
104115_at	Psme4	"proteasome (prosome, macropain) activator subunit 4"
104116_at	D5Ertd593e	"DNA segment, Chr 5, ERATO Doi 593, expressed"
104117_at	Wdr20a	WD repeat domain 20a
104118_at	Armc10	armadillo repeat containing 10
104119_at	2610024E20Rik	RIKEN cDNA 2610024E20 gene
104120_at	5330431N19Rik	RIKEN cDNA 5330431N19 gene
104121_at	Jup	junction plakoglobin
104122_at	D330001F17Rik	RIKEN cDNA D330001F17 gene
104123_at	Fcho1	FCH domain only 1
104124_at	Blvra	biliverdin reductase A
104125_at	Rnf12	ring finger protein 12
104126_at	Cstf2t	"cleavage stimulation factor, 3' pre-RNA subunit 2, tau"
104128_at	D15Mgi27	"DNA Segment, Chr 15, Mouse Genome Informatics 27"
104129_at	Cyp4f13	"cytochrome P450, family 4, subfamily f, polypeptide 13"
104131_at	Gpr175	G protein-coupled receptor 175
104132_at	Cox4nb	COX4 neighbor
104134_at	Gdap2	ganglioside-induced differentiation-associated-protein 2
